taxa	name	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
KR13_N2.098.2k	KR13_N2.098.2k	p__Euryarchaeota (UID4)	45	299	202	84.19	19.46	2.04	3573942	0	550	550	9390	9390	6498	6498	50806	50806		4.37			3898	39	217	40	3	0	0	42	1	UID5	k__Archaea;p__Euryarchaeota	c__Thermococci;o__Thermococcales;f__Thermococcaceae		3.5739419999999997	3898			32.0	39.8923778912	9.12103291147	1.8367819375	0.187170352806	1983.09375	254.52631978
KR13_N2.099.2k	KR13_N2.099.2k	k__Bacteria (UID2565)	2921	152	93	88.71	4.54	41.18	1064652	0	164	164	8224	8224	6491	6491	21732	21732		1.92			1129	12	123	17	0	0	0	32	10	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.0646520000000002	1129			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR13_N2.100.2k	KR13_N2.100.2k	k__Bacteria (UID2565)	2921	152	93	71.42	12.54	19.05	1659831	0	312	312	6071	6071	5319	5319	33646	33646		2.43			1855	43	98	6	5	0	0	25	3	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.659831	1855			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR13_N2.101.2k	KR13_N2.101.2k	k__Archaea (UID2)	207	149	107	89.72	48.75	0.0	4978408	0	1108	1108	4558	4558	4493	4493	93071	93071		2.07			5830	13	89	29	12	6	0	28	15	UID1	k__Archaea (root)	k__Archaea		4.978408	5830			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_N2.102.2k	KR13_N2.102.2k	k__Bacteria (UID2565)	2921	152	93	75.53	4.3	5.26	1301921	0	158	158	12899	12899	8240	8240	33610	33610		1.78			1439	26	117	4	5	0	0	32	7	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.3019209999999999	1439			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR13_N2.103.2k	KR13_N2.103.2k	k__Bacteria (UID2565)	2921	152	93	68.05	4.3	20.0	2617089	0	483	483	6940	6940	5418	5418	46370	46370		2.64			2606	47	100	5	0	0	0	27	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		2.617089	2606			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR13_N2.104.2k	KR13_N2.104.2k	k__Bacteria (UID203)	5449	104	58	36.8	2.14	0.0	3770630	0	957	957	3991	3991	3940	3940	49860	49860		2.24			3519	60	33	11	0	0	0	14	10	UID1	k__Bacteria (root)	k__Bacteria		3.77063	3519			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S1_MetaG.001.2k	KR13_S1_MetaG.001.2k	k__Bacteria (UID203)	5449	103	57	80.91	39.95	2.47	2820707	0	478	478	8872	8872	5901	5901	38871	38871		11.52			2808	25	42	21	10	5	0	9	23	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfobulbus		2.820707	2808			6.0	55.140524793400004	6.45899433359	4.195714499999999	0.8775838166140001	3694.83333333	741.6929770610001
KR13_S1_MetaG.002.2k	KR13_S1_MetaG.002.2k	k__Bacteria (UID203)	5449	104	58	72.1	2.59	0.0	1131950	0	157	157	9270	9270	7209	7209	71843	71843		3.53			1305	21	81	2	0	0	0	40	0	UID1	k__Bacteria (root)	k__Bacteria		1.13195	1305			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S1_MetaG.003.2k	KR13_S1_MetaG.003.2k	k__Bacteria (UID203)	5449	104	58	93.28	17.87	0.0	3967540	0	650	650	9819	9819	6103	6103	42563	42563		7.36			4000	6	78	14	6	0	0	31	11	UID3198	k__Bacteria	p__Acidobacteria		3.96754	4000			17.0	59.292302390100005	3.01115477033	5.48641088235	1.5882216194799998	4711.64705882	1221.85750306
KR13_S1_MetaG.004.2k	KR13_S1_MetaG.004.2k	c__Deltaproteobacteria (UID3217)	62	280	168	87.02	2.01	40.0	3621715	0	581	581	8131	8131	6233	6233	46300	46300		3.66			3663	50	225	5	0	0	0	29	0	UID3235	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfotalea;s__Desulfotalea_psychrophila		3.621715	3663			5.0	54.111367786	6.61115303754	4.4153047999999995	0.796783927483	3887.4	661.542621454
KR13_S1_MetaG.005.2k	KR13_S1_MetaG.005.2k	k__Bacteria (UID203)	5449	103	57	18.82	0.0	0.0	1215883	0	148	148	11104	11104	8215	8215	30995	30995		4.08			1237	84	19	0	0	0	0	7	0	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfurivibrio;s__Desulfurivibrio_alkaliphilus		1.215883	1237			6.0	55.140524793400004	6.45899433359	4.195714499999999	0.8775838166140001	3694.83333333	741.6929770610001
KR13_S1_MetaG.006.2k	KR13_S1_MetaG.006.2k	k__Bacteria (UID1453)	901	171	117	94.44	10.4	17.65	4044479	0	339	339	21340	21340	11930	11930	108091	108091		8.21			3811	8	146	17	0	0	0	39	4	UID1454	k__Bacteria;p__Actinobacteria;c__Actinobacteria	unresolved		4.044479	3811			732.0	64.747463765	6.97303493583	4.4381657172099995	2.15864758581	4122.23224044	1980.73954993
KR13_S1_MetaG.007.2k	KR13_S1_MetaG.007.2k	k__Bacteria (UID203)	5449	104	58	83.7	56.58	1.52	5734090	0	1363	1363	4657	4657	4206	4206	31178	31178		6.06			6047	18	32	48	6	0	0	13	20	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		5.73409	6047			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR13_S1_MetaG.008.2k	KR13_S1_MetaG.008.2k	k__Bacteria (UID2982)	88	230	148	94.93	7.35	0.0	4421202	0	343	343	24277	24277	12889	12889	68195	68195		4.06			3888	8	208	13	1	0	0	41	0	UID2993	k__Bacteria	p__Verrucomicrobia		4.421202	3888			77.0	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
KR13_S1_MetaG.009.2k	KR13_S1_MetaG.009.2k	o__Actinomycetales (UID1697)	387	330	193	94.65	0.52	0.0	3060235	0	123	123	49614	49614	24879	24879	247500	247500		3.84			2886	13	316	1	0	0	0	42	0	UID1704	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	unresolved		3.060235	2886			39.0	62.1752168903	3.9191909334599995	2.64822361538	0.335984346504	2545.46153846	299.166692764
KR13_S2_MetaG.001.2k	KR13_S2_MetaG.001.2k	k__Bacteria (UID203)	5449	102	56	2.98	0.0	0.0	102199	0	20	20	10929	10929	5109	5109	16653	16653		5.6			100	99	3	0	0	0	0	3	0	UID204	k__Bacteria	p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermodesulfobiaceae;g__Coprothermobacter		0.102199	100			3.0	40.7707620821	3.9606739123300003	1.46913066667	0.06291331936530001	1548.0	63.9426826671
KR13_S2_MetaG.002.2k	KR13_S2_MetaG.002.2k	k__Bacteria (UID203)	5449	103	57	90.75	11.16	21.43	2915052	0	284	284	16247	16247	10264	10264	50697	50697		3.36			2828	8	75	16	4	0	0	28	13	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfurivibrio;s__Desulfurivibrio_alkaliphilus		2.915052	2828			6.0	55.140524793400004	6.45899433359	4.195714499999999	0.8775838166140001	3694.83333333	741.6929770610001
KR13_S2_MetaG.003.2k	KR13_S2_MetaG.003.2k	o__Actinomycetales (UID1697)	387	330	193	87.91	1.04	0.0	3006157	0	55	55	116233	116233	54657	54657	545813	545813		1.26			2778	53	275	2	0	0	0	18	0	UID1704	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	f__Nocardioidaceae;g__Propionicicella;s__Propionicicella_superfundia		3.006157	2778			39.0	62.1752168903	3.9191909334599995	2.64822361538	0.335984346504	2545.46153846	299.166692764
KR13_S2_MetaG.004.2k	KR13_S2_MetaG.004.2k	k__Bacteria (UID2495)	2993	147	91	9.69	0.0	0.0	247328	0	60	60	4753	4753	4122	4122	43923	43923		5.23			265	129	18	0	0	0	0	10	0	UID2566	k__Bacteria	unresolved		0.24732800000000002	265			525.0	42.588785261	7.01104947332	3.8567568190499997	1.7683632851599997	3363.96571429	1451.8143246
KR13_S2_MetaG.005.2k	KR13_S2_MetaG.005.2k	k__Bacteria (UID203)	5449	100	55	90.91	55.88	6.94	2305064	0	660	660	3588	3588	3492	3492	20597	20597		6.15			2716	5	43	42	10	0	0	16	27	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		2.305064	2716			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR13_S2_MetaG.006.2k	KR13_S2_MetaG.006.2k	k__Bacteria (UID203)	5449	104	58	73.28	32.08	2.5	4161981	0	1309	1309	3154	3154	3179	3179	23822	23822		4.85			4841	28	44	28	4	0	0	16	13	UID3232	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfobacterium;s__Desulfobacterium_anilini		4.161981	4841			2.0	62.2259907053	3.4775033428500004	4.1615375	0.5058064999999999	3730.0	375.0
KR13_S2_MetaG.007.2k	KR13_S2_MetaG.007.2k	k__Bacteria (UID203)	5449	102	56	85.71	26.49	3.57	3399604	0	701	701	5785	5785	4849	4849	21542	21542		5.48			3777	12	46	38	6	0	0	5	36	UID3222	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	unresolved		3.399604	3777			10.0	47.573190738	4.42758846031	4.9265228	0.75252118178	4496.4	598.472422088
KR13_S2_MetaG.008.2k	KR13_S2_MetaG.008.2k	c__Deltaproteobacteria (UID3216)	83	247	155	71.91	13.02	26.47	2287848	0	530	530	4756	4756	4316	4316	19800	19800		3.56			2547	67	154	22	4	0	0	29	5	UID3230	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfosarcina;s__		2.287848	2547			2.0	48.0397321851	6.80738320489	4.041273	0.44070200000000004	3806.0	170.0
KR13_S2_MetaG.009.2k	KR13_S2_MetaG.009.2k	k__Bacteria (UID2982)	88	230	148	90.2	9.72	0.0	4379329	0	545	545	13256	13256	8035	8035	72409	72409		3.96			3977	15	187	26	2	0	0	35	6	UID2993	k__Bacteria	p__Verrucomicrobia		4.379329	3977			77.0	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
KR13_S2_MetaG.010.2k	KR13_S2_MetaG.010.2k	k__Bacteria (UID203)	5449	100	55	85.45	46.78	0.0	1760186	0	399	399	4778	4778	4411	4411	51811	51811		3.72			2090	10	46	39	5	0	0	17	24	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		1.760186	2090			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR13_S2_MetaG.011.2k	KR13_S2_MetaG.011.2k	k__Bacteria (UID2565)	2921	152	93	41.82	9.68	0.0	694196	0	246	246	2761	2761	2821	2821	7597	7597		3.31			852	95	47	10	0	0	0	14	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		0.694196	852			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR13_S2_MetaG.012.2k	KR13_S2_MetaG.012.2k	k__Bacteria (UID1452)	924	151	101	66.5	11.69	17.39	1233138	0	312	312	4110	4110	3952	3952	30130	30130		6.48			1450	40	88	23	0	0	0	27	9	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.2331379999999998	1450			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR13_S2_MetaG.013.2k	KR13_S2_MetaG.013.2k	k__Archaea (UID2)	207	149	107	69.08	20.4	2.44	4407526	0	393	393	22374	22374	11215	11215	188371	188371		9.65			4241	39	76	32	1	1	0	21	21	UID1	k__Archaea (root)	k__Archaea		4.407526	4241			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S2_MetaG.014.2k	KR13_S2_MetaG.014.2k	k__Bacteria (UID203)	5449	104	58	77.43	17.08	0.0	1971451	0	291	291	12418	12418	6774	6774	90077	90077		5.19			2233	15	59	27	3	0	0	20	19	UID1	k__Bacteria (root)	k__Bacteria		1.9714509999999998	2233			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S2_MetaG.015.2k	KR13_S2_MetaG.015.2k	k__Bacteria (UID203)	5449	104	58	77.04	43.76	1.96	5420164	0	1300	1300	4225	4225	4169	4169	50621	50621		3.86			6084	25	50	21	6	2	0	21	7	UID1	k__Bacteria (root)	k__Bacteria		5.420164	6084			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S2_MetaG.016.2k	KR13_S2_MetaG.016.2k	p__Euryarchaeota (UID49)	95	228	153	90.15	37.58	8.54	4402254	0	931	931	5317	5317	4728	4728	53164	53164		5.16			5501	23	148	48	8	0	1	39	1	UID60	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	f__;g__;s__		4.402254	5501			11.0	41.0744786565	2.19916782413	3.2719419090900006	1.1229297856799998	3063.18181818	781.250957024
KR13_S2_MetaG.017.2k	KR13_S2_MetaG.017.2k	p__Euryarchaeota (UID4)	45	299	202	77.83	9.11	3.45	2302000	0	639	639	3677	3677	3602	3602	19696	19696		6.88			2719	62	210	26	1	0	0	34	3	UID5	k__Archaea;p__Euryarchaeota	c__Thermococci;o__Thermococcales;f__Thermococcaceae		2.302	2719			32.0	39.8923778912	9.12103291147	1.8367819375	0.187170352806	1983.09375	254.52631978
KR13_S3.001.2k	KR13_S3.001.2k	k__Bacteria (UID203)	5449	100	55	71.24	19.38	75.0	1183705	0	300	300	4090	4090	3945	3945	23460	23460		3.49			1519	25	53	21	1	0	0	21	11	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		1.183705	1519			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR13_S3.002.2k	KR13_S3.002.2k	c__Deltaproteobacteria (UID3216)	83	247	155	86.47	1.94	33.33	3494255	0	665	665	6339	6339	5254	5254	24661	24661		3.02			3725	38	206	3	0	0	0	30	0	UID3232	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	o__Desulfarculales;f__Desulfarculaceae;g__Desulfarculus;s__Desulfarculus_baarsii		3.4942550000000003	3725			2.0	62.2259907053	3.4775033428500004	4.1615375	0.5058064999999999	3730.0	375.0
KR13_S3.003.2k	KR13_S3.003.2k	k__Bacteria (UID203)	5449	104	58	10.66	1.72	0.0	499243	0	111	111	4751	4751	4497	4497	27707	27707		6.83			521	95	7	2	0	0	0	3	2	UID3232	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	o__Desulfarculales;f__Desulfarculaceae;g__Desulfarculus;s__Desulfarculus_baarsii		0.49924300000000005	521			2.0	62.2259907053	3.4775033428500004	4.1615375	0.5058064999999999	3730.0	375.0
KR13_S3.004.2k	KR13_S3.004.2k	p__Firmicutes (UID241)	930	213	118	61.91	11.26	50.0	1880109	0	489	489	3986	3986	3844	3844	14983	14983		3.46			2115	88	105	17	3	0	0	22	3	UID242	k__Bacteria;p__Firmicutes	c__Clostridia_2;o__Halanaerobiales		1.880109	2115			830.0	39.9935485167	5.5962286608300005	2.9390149758999997	1.3151072985299999	2954.90240964	1291.87706486
KR13_S3.005.2k	KR13_S3.005.2k	c__Deltaproteobacteria (UID3217)	62	280	168	85.5	3.66	90.0	2498376	0	402	402	7733	7733	6214	6214	43530	43530		2.49			2527	32	238	10	0	0	0	39	1	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfurivibrio;s__Desulfurivibrio_alkaliphilus		2.498376	2527			6.0	55.140524793400004	6.45899433359	4.195714499999999	0.8775838166140001	3694.83333333	741.6929770610001
KR13_S3.006.2k	KR13_S3.006.2k	k__Bacteria (UID203)	5449	104	58	78.81	30.56	71.43	3605808	0	838	838	4721	4721	4302	4302	19628	19628		3.45			4376	16	47	37	4	0	0	15	25	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila		3.605808	4376			2.0	56.291185419799994	2.4415124799	4.335458	0.80308	3708.0	484.0
KR13_S3.007.2k	KR13_S3.007.2k	k__Bacteria (UID2570)	433	273	183	51.35	5.26	0.0	1595117	0	532	532	2876	2876	2998	2998	11686	11686		4.12			1849	129	131	13	0	0	0	26	3	UID2571	k__Bacteria	p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales		1.5951170000000001	1849			14.0	49.3214646142	6.40690458662	2.7543095	0.465463349511	2529.92857143	379.49072344900003
KR13_S3.008.2k	KR13_S3.008.2k	k__Bacteria (UID3187)	2258	188	117	91.06	3.42	0.0	3183671	0	417	417	11000	11000	7634	7634	66219	66219		3.01			3069	13	170	5	0	0	0	42	0	UID3198	k__Bacteria	p__Acidobacteria		3.183671	3069			17.0	59.292302390100005	3.01115477033	5.48641088235	1.5882216194799998	4711.64705882	1221.85750306
KR13_S3.009.2k	KR13_S3.009.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	192273	0	14	14	53325	53325	13733	13733	55892	55892		2.26			198	56	0	0	0	0	0	0	0			unresolved		0.192273	198									
KR13_S3.010.2k	KR13_S3.010.2k	c__Deltaproteobacteria (UID3216)	83	247	155	46.8	0.86	0.0	1345801	0	403	403	3361	3361	3339	3339	10128	10128		4.72			1567	123	122	2	0	0	0	25	0	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		1.345801	1567			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
KR13_S3.011.2k	KR13_S3.011.2k	k__Bacteria (UID3187)	2258	188	117	89.12	11.97	6.25	4018388	0	340	340	23523	23523	11818	11818	96835	96835		4.35			3879	18	156	13	1	0	0	39	2	UID3198	k__Bacteria	p__Acidobacteria		4.018388	3879			17.0	59.292302390100005	3.01115477033	5.48641088235	1.5882216194799998	4711.64705882	1221.85750306
KR13_S3.012.2k	KR13_S3.012.2k	k__Bacteria (UID203)	5449	104	58	24.22	3.45	33.33	2619285	0	595	595	4945	4945	4402	4402	23674	23674		3.98			3171	82	21	0	1	0	0	6	0	UID2567	k__Bacteria	unresolved		2.6192849999999996	3171			437.0	42.2586454603	6.79030286123	4.14570185126	1.5136205274399999	3610.01372998	1216.80246458
KR13_S3.013.2k	KR13_S3.013.2k	k__Archaea (UID2)	207	149	107	72.9	0.0	0.0	980405	0	177	177	6445	6445	5539	5539	25031	25031		2.05			1202	35	114	0	0	0	0	40	0	UID1	k__Archaea (root)	k__Archaea		0.980405	1202			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S3.014.2k	KR13_S3.014.2k	c__Deltaproteobacteria (UID3216)	83	247	155	71.99	9.31	42.86	4432715	0	944	944	5269	5269	4695	4695	40150	40150		2.7			4913	57	171	18	1	0	0	34	2	UID3232	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfobacterium;s__Desulfobacterium_anilini		4.432715	4913			2.0	62.2259907053	3.4775033428500004	4.1615375	0.5058064999999999	3730.0	375.0
KR13_S3.015.2k	KR13_S3.015.2k	k__Bacteria (UID203)	5449	104	58	68.05	42.1	3.57	1674525	0	382	382	4736	4736	4383	4383	18955	18955		5.54			2088	21	37	30	14	2	0	11	28	UID1	k__Bacteria (root)	k__Bacteria		1.674525	2088			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR13_S3.016.2k	KR13_S3.016.2k	c__Alphaproteobacteria (UID3422)	26	529	308	26.68	0.65	50.0	724947	0	265	265	2681	2681	2735	2735	5449	5449		2.93			925	383	144	2	0	0	0	20	0	UID3442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__		0.724947	925			3.0	66.91232147640001	0.237989743615	3.382171	0.199294673709	3393.33333333	210.556933446
KR13_S3.017.2k	KR13_S3.017.2k	k__Bacteria (UID3187)	2258	181	110	87.37	16.11	63.33	2319744	0	461	461	5903	5903	5031	5031	29123	29123		2.01			2751	29	124	27	1	0	0	23	8	UID3195	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	g__Thermodesulfovibrio		2.319744	2751			4.0	40.4354512169	10.734191293	2.5603085	1.01636770309	2628.5	976.721429068
KR13_S3.018.2k	KR13_S3.018.2k	k__Bacteria (UID203)	5449	100	55	77.64	48.54	0.66	2506193	0	558	558	5125	5125	4491	4491	33367	33367		4.97			2825	18	45	17	11	1	8	16	23	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		2.506193	2825			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR13_S3.019.2k	KR13_S3.019.2k	c__Betaproteobacteria (UID3959)	235	414	209	27.63	0.09	50.0	691599	0	175	175	4221	4221	3951	3951	16573	16573		5.26			772	297	115	2	0	0	0	11	0	UID3964	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus_denitrificans	unresolved		0.691599	772			2.0	62.4987026659	0.19981819922000002	3.405733	0.204215	3424.0	227.0
KR13_S3.020.2k	KR13_S3.020.2k	k__Bacteria (UID1452)	924	161	108	31.3	7.78	0.0	827088	0	130	130	8947	8947	6362	6362	50628	50628		2.94			953	110	44	4	3	0	0	10	2	UID2307	k__Bacteria	p__Chloroflexi		0.8270879999999999	953			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
KR13_S3.021.2k	KR13_S3.021.2k	k__Bacteria (UID203)	5449	102	56	27.27	0.0	0.0	1207615	0	410	410	2838	2838	2945	2945	15383	15383		3.22			1380	80	22	0	0	0	0	3	0	UID3226	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfotignum		1.2076149999999999	1380			5.0	49.4181683487	1.98411614241	5.171590599999999	0.719602978933	4781.2	574.110233318
KR13_S3.022.2k	KR13_S3.022.2k	o__Burkholderiales (UID4000)	193	427	214	47.59	2.73	22.22	1460016	0	210	210	8868	8868	6952	6952	46436	46436		2.49			1509	209	209	9	0	0	0	25	0	UID4119	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	g__Hylemonella;s__Hylemonella_gracilis		1.460016	1509			39.0	65.0287895126	2.7667264455500002	5.467073641030001	1.1341704804600001	5122.87179487	1042.77315623
KR13_S3.023.2k	KR13_S3.023.2k	o__Burkholderiales (UID4105)	54	553	264	19.1	3.85	52.46	546372	0	100	100	6251	6251	5463	5463	19251	19251		2.29			532	425	98	24	1	4	1	18	7	UID4156	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	s__		0.5463720000000001	532			2.0	64.4414944891	0.800416691442	4.7929635	0.8049795	4420.0	695.0
KR13_S3.024.2k	KR13_S3.024.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	391383	0	84	84	5013	5013	4659	4659	18633	18633		2.93			415	56	0	0	0	0	0	0	0			unresolved		0.391383	415									
KR13_S3.025.2k	KR13_S3.025.2k	c__Deltaproteobacteria (UID3216)	83	247	155	80.86	8.67	7.69	2260746	0	480	480	5325	5325	4709	4709	32502	32502		3.2			2379	40	185	20	2	0	0	39	3	UID3222	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	unresolved		2.2607459999999997	2379			10.0	47.573190738	4.42758846031	4.9265228	0.75252118178	4496.4	598.472422088
KR13_S3.026.2k	KR13_S3.026.2k	k__Bacteria (UID203)	5449	104	58	49.48	23.35	1.3	617224	0	123	123	5861	5861	5018	5018	24259	24259		4.08			694	35	39	16	9	4	1	15	20	UID1	k__Bacteria (root)	k__Bacteria		0.617224	694			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
